Soberanía energética,Economía con justicia social,Ciencia tecnología y humanismo,Bienestar social,Trabajo,Estado,Distrito
"Que se nacionalicen todos nuestros recursos naturales, que sean propiedad de nuestro país, exigimos una soberanía 100% democrática","Se habla mucho pero es necesario un plan de urbanización nacional, ejidal, municipal, ciudad para tener vivienda digna",Apoyo universal a madres y padres que sean estudiantes de un posgrado con calidad para impulsar el desarrollo y la investigación a nivel nacional,Ante todo primero impulsar  la educación pública,Seguir con los apoyos a pequeñas y medianas empresas negocios etc. por medio de préstamos,CDMX,2
Que bajen lo que cobran  caro,"Trabajos que no pidan experiencia, no tener trabajos Outsorcing, no abusar del empleado y tener conciencia de qué las personas están necesitadas sin tener estudios",Crear proyectos y actividades de integración,Qué se le de oportunidad a más jóvenes después de haber concluido sus estudios profesionales pues la experiencia se hace no se nace,Brindar cursos y diplomados en derechos laborales,CDMX,2
Garantizar que las ganancias o control de la explotación sea para el país mayoritariamente y no se vaya al extranjero y haya fuga de capitales,Qué regresen las pensiones para todos los trabajos y se acabe  lo de las cuentas individualizadas ya que la pensión es una ley de vida de cada trabajador para el fortalecimiento de las familias,Apoyar a los investigadores de todo el país,"Crear industria nacional para dar empleo a los jóvenes construyendo el futuro, industrias de todo tipo","Control salarial en base al trabajo desempeñado, no a la explotación laboral, pensión realmente buena por accidente de trabajo y por daños a la salud a consecuencia del trabajo realizado",CDMX,2
"Apoyar a los técnicos ingenieros y mecánicos, mejor apoyo en la luz para que sea más barata para el pueblo de México",Mejor el salario mínimo clasificar a los trabajadores del pueblo,Regular la investigación científica y tecnológica en los centros de educación superior para que los recursos económicos se destinen a proyectos que resuelvan problemas de su comunidad tanto rural como urbana,Creación de espacios públicos como parques,Aumento al salario en las dependencias de gobierno y se incorporen con oportunidades a los jóvenes preparados,CDMX,2
Que sean energías limpias libres de contaminantes ya que dañan el medio ambiente y producen patologías como cáncer de diversos tipos. Que cumplan con los estándares de salud establecidos y se fortalezcan aún más en  bien de la población,Regresar pensiones a las nuevas generaciones y reforma al  sistema de pensiones para las nuevas generaciones,Propongo crear una fábrica de semiconductores y una fábrica de circuitos integrados,Que todo trabajador tenga salario digno y un retiro favorable para su bien vivir una vejez digna ,Que se vigile realmente que los sindicatos cumplan con la función de procurar a los trabajadores,CDMX,2
"Por México avanzar en los procesos del país con un enfoque soberano, aumentar estrategias similares al plan eólico, energía fotovoltaica , la industria energética y eléctrica del país garantizandola. Hemos avanzado mucho en el camino de la soberanía es necesario para que  podemos producir consumir energías eficientes, limpias y con precios justos.",Proporcionar empleo a los jubilados y pensionados para hacer crecer y fortalecer la economía del país,Impulso para  involucrar a jóvenes en la creación de cooperativas,Que cumplan lo que prometen,"Organizar a personal joven sin trabajo para tener un lugar para cuidar a niños y adultos con un transporte que lo lleve y traiga, cuidar que no estén niños y jóvenes en calles en horas laborales",CDMX,2
Apoyar diseños tecnológicos de instituciones educativas como la UNAM y el IPN,Proporcionar empleo a los jubilados y pensionados para hacer crecer y fortalecer la economía del país,Impulsar la investigación tecnológica de punta y evitar en lo posible la automatización porque reemplaza a los trabajos en todas las áreas económicas desplazando a muchos trabajadores,,Que el gobierno sea transparente para contratar y que no sea por outsoursing como lo hace este gobierno,CDMX,2
A mi me gustaría que crearan plantas de energías que no contaminen,Hablando de justicia social mejorar el salario de los jubilados ya que lo que ganan es una limosna cuando más lo necesite,Impulsar los proyectos de investigación que mejoren la situación ambiental como por ejemplo  la sustitución del plástico por material sustentable,,Trabajar menos de 48 horas a la semana,CDMX,2
No importar y hacer nuestras propias gasolinas,"Salarios mejores pagados con todas las prestaciones para el futuro, la vivienda digna para los trabajadores con salarios raquiticos, mejorar el sistema de salud","Impulsar todos estos temas a, b, c en los niveles de secundaria y preparatoria",,No trabajar más de 48 horas,CDMX,2
"Que Pemex rinda cuentas, que Nahle rinda cuentas en Dos Bocas",Trabajo para los jóvenes,Mejorar las condiciones de las universidades,,Quitar sindicatos charros con dirigentes eternos,CDMX,2
Seguir totalmente con la reforma energética para lograr sacar a las empresas extranjeras aliadas a los paniaguados,"Apoyemos el cambio de trabajos con planta de base y un cambio completo al poder judicial, fuera de los plurinominales y erradicar la corrupción en todas las dependencias de todo el país y gabinetes",Supervisar el trabajo de los profesores desde las direcciones de las universidades para el aprovechamiento de los recursos,,Capacitación e incentivos a los empleados,CDMX,2
Estoy de acuerdo con la inversión de proyectos de energía limpia pero se deben analizar con todas sus variantes,"Evitar las narcotienditas, cero drogas, quitar las mafias",Impulsar las escuelas de educación especiales,,Desarrollar industria científica y tecnológica ,CDMX,2
Apoyar tener autos eléctricos mediante incentivos del gobierno,Capacitación de mujeres y jóvenes en áreas de tecnología e innovación,,,Reformar sindicatos corruptos,CDMX,2
Crear la nueva Universidad Nacional de México,Poner en marcha todos los proyectos de refinerías y energías que estén en nuestro medio así tendremos más recursos y empleos,,,"Que las trasnacionales no quiten las plazas a los trabajadores, y que las liquidaciones sean justas",CDMX,2
,,,,Reforzar la vigilancia y verificación de los procesos de renovación de estructura sindicales porque todavía existe mucha simulación,CDMX,2
,,,,"En base al llamado salario mínimo el cual actualmente representa una igualdad con los salarios reales de las empresas en México, la propuesta es que las empresas den salarios mucho mayores que tengan que ver con sus ganancias reales",CDMX,2
,,,,Incentivar empresas para que puedan dar ocupación a jóvenes,CDMX,2
,,,,Que se haga una revisión a la nueva ley del ISSTTE ya que cuando salió dejó sin oportunidad a muchos trabajadores de jubilarse,CDMX,2
,,,,"Que todos los hombres casados tengan trabajo bien remunerado, los jóvenes que egresen de la UNAM, Poli etc. tengan trabajo seguro en el área que estudiaron",CDMX,2
,,,,Hacer proyectos para ayudar a personas a obtener sus documentos para tener trabajo,CDMX,2
,,,,"Se debe en todo momento, si se crean empresas paraestatales,  combatir la corrupción",CDMX,2
,,,,Incrementar el acceso a la educación de calidad  para que esto a su vez  impulse la industrialización y avance tecnológico del país,CDMX,2
Las universidades públicas deben tomar un papel estrategico en la generación de tecnologias para el sector energetico y asi disminuir la dependencia de la tecnologia extranjera ,Mayor transparencia en las instituciones del manejo de los recursos económicos para todos los mexicanos,Impulsar proyecto de nación,"Implementar una politica pública basada en los sectores que no abarcan a los adultos mayores, ni discapacitados, asi como en las becas de universidades a los que no estan en el rango de los 18 a 29 años y fortalecer los ya existentes",Es importante para poder seguir creciendo para que todos los de la alcaldia  sigamos participando,CDMX,3
"Dar oportunidad a los cientificos, trabajo. ",No aumentar los impuestos los importante es que todos los contribuyentes sean grandes o pequeños realicen sus pagos,ho implementar una política educativa para formar desde la primaria hasta la universidad la visión humanista de la cuarta t con énfasis en la comunidad para sensibilizar a las futuras generaciones y acercarlas al pueblo,Que en los apoyos se incluya a jovenes de escasos recursos que tienen becas deportivas en instituciones privadas. Muchos vienen de grupos vulnerables.,Cuidar la eficacia detras del sindicalismo ,CDMX,3
Pasar de la teoria de acción con proyectos que fortalezcan la participación de los mexicanos. Soberania nacional y tiene que comenzar con trabajo en comunidades para que tengan un participación directa en este y mas temas ,necesitamos centros de investigación y desarrollo de nuevas industrias manejados por gobierno y que den oportunidad a los jóvenes,hoy el apoyo a la juventud para que se sigan preparando para la vida y ser humanos con verdad,Que continuen los apoyos. Aumentos escolares.,Que los sueldos sean iguales para hombres y mujeres en puestos iguales ,cDMX,3
"Asignar a las personas indicadas para llevar a cabo las propuestas a grupos multidisiplinarios para su desarrollo, explotación y comercialización y aprovechamiento de los recursos obtenidos  ",que se analice el incremento en los apoyos sociales para así lograr el reciclaje de los recursos e impulsarle economía,sí a la educación de calidad porque estamos muy mal,Garantizar el derecho a la salud ,Que no se parezca a Fidel Velazquez que era patronal y favorecia al pri,CDMX,3
