Pueblos originarios y afromexicanos,Medio ambiente,Campo y autosuficiencia alimentaria,Estado,Distrito
No más gentrificación afecta sobre todo a los pueblos originarios de la ciudad,No tirar basura en la calle. ,Fomento cultivo local para autoconsumo,CDMX,3
Educación y capacitación para evitar racismo,Honestidad y trabajo. ,Fomento de la diversidad biológica,CDMX,3
No pedirles descuento en tus artesanías,Mejorar la calidad de los fertilizantes. ,Fomento del buen comer,CDMX,3
Respetar los pueblos y los barrios de la Ciudad de México,Seguir buscando más alternativas para evitar la contaminación en el medio ambiente.,Atender el trabajo infantil en el campo,CDMX,3
Defender nuestra flora y fauna,Procurar la conservación de los mantos acuíferos para impulsar el desarrollo de los bosques en zonas desérticas. ,Regular la calidad de alimentos quitar hormonas,CDMX,3
Es necesaria la unidad de todas y todos y apoyar los programas por el bien de todas y todos,Destapar coladeras y arreglar baches. ,Rotación de cultivo,CDMX,3
Remover a los magistrados de la Corte de Justicia poner nuevos para que haya aplicación de las leyes acorde a las necesidades del pueblo y justicia,No tirar basura en la calle. ,Apoyar con fertilizantes,CDMX,3
En tiempos neoliberales ni como seres humanos eran tratados por la oligarquía,Se debe obligar por ley a las empresas a realizar y difundir una guía para la correcta recolección y desecho de los empaques y resuidos que generan. ,Que intervengan autoridades correspondientes para evitar grandes explotadores en el campo,CDMX,3
Combartir el racismo y el clasismo,Normatividad es importante. Honestidad y compromiso de trabajar por México es aún más importante. ,Seguir con los apoyos a los chicos propietarios,CDMX,3
México como cultura originaria deberíamos mirar hacia dentro de nuestras lenguas y culturas originarias para enriquecernos con toda nuestra cultura,Generar más filtros de aguas pluviales. Regular a las empresas en el tema de agua.,Auditaría a Segalmex,CDMX,3
Abordar en escuela primaria y secundaria el tema del México antiguo,Más y mejor transporte público. ,Recuperar fertilizantes mexicanos,CDMX,3
Que se cumplan los programas para salir adelante,Recoger basura de los camellones. ,Más compostas,CDMX,3
Apoyar la autonomía para el Desarrollo Regional y ver las necesidades del pueblo,Que se involucre a los vecinos en las alcaldías para la limpieza pública. ,Más información a la ciudadanía de lo que se ha hecho,CDMX,3
Programas públicos masivos para aprender lenguas e idiomas originarios,Prohibir la tala de árboles clandestina.,Mejorar la tecnología y la maquinaria para mas producción en el campo,CDMX,3
Estudio y consolidación de un Estado Pluricultural mexicano,"Sistéma público de agua dirigido al bienestar social. Una nueva revolución petroquímica , los plasticos realmente reciclables. Reforestar las ciudades. Transporte público electrico. ",Reforma el campo mexicano para más apoyo e incentivar a pequeños productores,CDMX,3
Fortalecimiento de lazos con los países africanos y sus pueblos,Dar clases de la naturaleza en las escuelas y de conservación de la flora y fauna. Sembrar árboles en los cerros. , Fertilizantes,CDMX,3
Extensión del Tequio,DEntro de la ciudad cuidar los espacios públicos y evitar la contaminación. ,Infraestructura para el campo que las el,CDMX,3
No abuso del poder en pueblos y barrios originarios,"Cuidar el agua, los ríos, lagos porque esto ayuda a las nuevas generaciones. ",Combate a las plagas,CDMX,3
Política pública de apoyo y respeto a las culturas originarias,Sacar de circulación carros chatarra.,Dren agendas comunidades,CDMX,3
En Ciudad de México y ciudades en general apoyo a la migración internacional,Dejar de construir en zonas protegidas y de conservación. ,Seguir impulsando y desarrollando nuevos programas para ayudar a los campesinos,CDMX,3
Rescatar políticas nacionales en este tema con los medios de comunicación social,Defender nuestros árboles. ,Más apoyo de salud a la gente de escasos recursos,CDMX,3
Que no quiten los apoyos cuando salga el presidente,Evitar comprar botellas de agua y reutilizar nuestra cantinflora. ,Bajar el fruto al nivel nacional,CDMX,3
Proporcionarle los recursos necesarios,"Capacitar a la gente en el reciclaje, desecho orgánico e inorgánico.",Retomar las experiencias y reflexiones de amlo y enriquecerlas con trabajo de campo,CDMX,3
Cumplir con nuestros objetivos y cooperar,Campañas de capacitación para el cuidado del agua.,Tortillería del bienestar,CDMX,3
El crimen organizado ha desplazado a comunidades originarias se crean pueblos fantasmas y se pierden las culturas,Separar aguas residuales de lluvia del drenaje de aguas negras. ,Se apoye con buenas semillas,CDMX,3
Que se les proteja,Sembrar mas árboles,Qué las leyes SeanMás duras para las empresas que matan animales,CDMX,3
Ampliar los derechos sociales culturales y de identidad de los pueblos originarios de la ciudad en la Constitución local,Más áreas verdes en la ciudad,Desarrollar comunidades para que no tengan que migrar,CDMX,3
Incorporar a los pueblos originarios al desarrollo social económico y tecnológico,Bajar concesiones al norte del país y crearlas en el sur,Reglamentar los derechos de los jornaleros,CDMX,3
Programas que beneficien más a los pueblos originarios para reintegrarlos a la nación,Apoyar económicamente y con tecnología a las zonas protegidas,Equilibrio entre industrializar el campo y prácticas comunitarias para autoconsumo,CDMX,3
Acabar con la corrupción,Más educación de reciclaje,Desarrollo tecnológico,CDMX,3
Apenas más fuertes a gobernadores y funcionarios que roben a los pueblos originarios,Sembrar conciencias para que trascienda el cuidado del medio ambiente,La educación desde escuela primaria para valorar a los campesinos,CDMX,3
Que siga la cuarta transformación,Compra sostenibles como normativa en la legislación,Reducir el costo del maíz y la tortilla,CDMX,3
Que no los desaparezcan,Educación sostenible en las alcaldías,Hacer jardines botánicos y de verduras en comunidades,CDMX,3
Dar mayor difusión de los pueblos originarios festivales foros donde nos puede informar,Concientizar al pueblo de la importancia del cuidado de nuestro entorno,Establecer un marco jurídico para fortalecer el desarrollo y proteger el territorio de la pérdida del suelo de conservación,CDMX,3
Reconocer a los pueblos originarios de la Ciudad de México y salvaguardar su patrimonio cultural,Ir a las causas y el primer depredador del medio ambiente es la oligarquía,Alumbrado y seguridad de todo tipo en el campo,CDMX,3
Ayudarlos con ser respetados y escuchados,Reutilizar la popo de los perros y otros animales como composta,Auditoría a la recolección de basura,CDMX,3
Solidarizarnos con nuestros hermanos campesinos en todo y exigirle al gobierno federal apoyarlos en todo,Utilizar paneles solares,Reforma al artículo 27 para salvar a los ejidos,CDMX,3
Extinguir el dominio de coyotes corruptos que extorsionan y reprimen,Más centros de reciclado en los estados,Más apoyo para que llegue a más personas,CDMX,3
,Más Areas verdes,Necesitamos pavimentación de las calles y caminos,CDMX,3
,Crear ley o reforma que proteja áreas protegidas por aquellos que se quieren apropiar de esas tierras y deforestan las áreas,Apoyos en la Ciudad de México como programando nacionales agricultores,CDMX,3
,Evitar edificaciones se han multiplicado las construcciones en nuestras alcaldías y queremos más vegetación,Más presupuesto en apoyos y generar más filtros para un buen uso,CDMX,3
,,Apoyar al comercio popular y fortalecer los mercados de morena,CDMX,3
,,Mercados de bienestar,CDMX,3
,,Que se mantengan los apoyos,CDMX,3
,,Hace falta instruir a los adolescentes y niños para trabajar en el campo,CDMX,3
,,Abastecimiento de herramientas por parte del Gobierno,CDMX,3
,,Créditos con intereses bajos para pre pequeños productores,CDMX,3
,,"No talar árboles



",CDMX,3
,, Bajar los precios para poder seguir comprando,CDMX,3
,,Que se integren más jóvenes a sembrando vida,CDMX,3
,,Que se aplíen los programas porque hay regiones donde aun no llega,CDMX,3
,,Reforzar el programa sembrando vida,CDMX,3
,,Qué crees que el programa sembrando vida,CDMX,3
,,Programas para sustentar los cambios climáticos,CDMX,3
,,Dar precios justos en la canasta básica,CDMX,3
,,Invitar a la población a cultivar más en casa,CDMX,3
,,Hace falta que todos los apoyos al campo sean distribuidos en todos los estados a las comunidades más pobres,CDMX,3
,,Herramienta necesaria para poder contar con una buena cosecha y vender la mejor precio,CDMX,3
,,Ofrecer créditos a la palabra en el campo,CDMX,3
,,Apoyo al campo para evitar migración a Estados Unidos,CDMX,3
,,Programas como los que hay aquí en la Ciudad de México,CDMX,3
,,Dar más préstamos para que puedan sembrar y sea de riego y no de temporal,CDMX,3
,,Más difusión para que ellos puedan vender sus productos a buen precio,CDMX,3
,,Ferias del campo en la Ciudad de México,CDMX,3
,,Una adecuada repartición del agua,CDMX,3
,,Más apoyos económicos,CDMX,3
,,Dar a conocer el trabajo de los campesinos a todo tipo de empresas de inversión que consumen constantemente los productos,CDMX,3
,,Que se incluyan programas de distribución gratuita para los productores mas necesitados,CDMX,3
,,El campo está abandonado porque la mayoría de las tierras son de riego temporal y no garantizan la cosecha,CDMX,3
,,El producto está demasiado barato y no conviene como negocio,CDMX,3
